smiles0,smiles1,charge0,charge1,natoms0,natoms1,system_id,group_orig,group_id,k_index,geom_id,cc_basis,cc_HF,cc_MP2_os,cc_MP2_ss,cc_CCSD_os,cc_CCSD_ss,cc_(T),cc_[T],cc_MP2_all,cc_CCSD(T)_all,cc_delta_CCSD(T),qz_HF,qz_MP2_os,qz_MP2_ss,qz_MP2_all,tz_HF,tz_MP2_os,tz_MP2_ss,tz_MP2_all,cbs_MP2_os,cbs_MP2_ss,cbs_MP2_all,cbs_CCSD(T)_all,espx_HF_es,espx_HF_hl,espx_HF_ovl,espx_MP2_es,espx_MP2_ovl,sapt_es,sapt_ex,sapt_exs2,sapt_ind,sapt_exind,sapt_disp,sapt_exdisp_os,sapt_exdisp_ss,sapt_delta_HF,sapt_all,nn_CCSD(T)_all,nn_CCSD(T)_all_05,nn_CCSD(T)_all_95,xyz,elements,reference,system_name
CNC(=O)C,O,0,0,12,3,15038,S66x8,3057413,10,66869976,avdz,-5.88468,-0.09738,-0.81212,0.20966,-0.9821,-0.214,-0.21169,-6.79418,-6.87112,-0.07694,-5.8848699999999985,-0.43805,-0.96521,-7.2881300000000016,-5.86194,-0.33088,-0.93814,-7.130960000000001,-0.51626,-0.98497,-7.3861,-7.463030000000002,-8.82366,-3.74569,0.03708,-8.32617,0.0438,-8.84803,4.89731,4.87677,-1.69541,0.59138,-2.74195,0.10464,0.16727,-0.88454,-8.40933,-7.434839999999999,-7.521660000000002,-7.343669999999999,5.40384 0.13175 -0.05687 4.53559 -1.02022 -0.16631 3.18496 -0.92272 -0.1017 2.60825 0.15258 0.05489 2.43023 -2.22073 -0.23429 4.76734 1.00005 0.07791 6.06943 0.04029 0.79922 5.9983 0.26117 -0.95913 4.93655 -1.93075 -0.29583 3.08019 -3.08184 -0.3672 1.74925 -2.14326 -1.07815 1.81721 -2.35953 0.65272 -0.39202 -0.38472 0.07607 -0.91146 0.41381 0.17765 0.5249 -0.06848 0.09051,C N C O C H H H H H H H O H H,-7.465,4_WaterPeptide
CNC(=O)C,O,0,0,12,3,15038,S66x8,3057413,25,66869977,avdz,-5.07036,-0.02705,-0.50555,0.15424000000000002,-0.6309100000000001,-0.13465,-0.13345,-5.60296,-5.68168,-0.07872,-5.03627,-0.22548,-0.59607,-5.85783,-5.03046,-0.16105,-0.57976,-5.77128,-0.27249,-0.60798,-5.91674,-5.99546,-5.93746,-4.02513,0.016030000000000003,-5.48934,0.01986,-5.95366,1.90211,1.89882,-0.82458,0.19878,-1.64084,0.04018,0.07157000000000001,-0.41184,-6.618289999999999,-5.97125,-6.03186,-5.90841,5.68797 0.1619 -0.06173 4.81973 -0.99007 -0.17117 3.46909 -0.89257 -0.10655 2.89238 0.18273 0.05004 2.71436 -2.19058 -0.23915 5.05147 1.0302 0.07306 6.35356 0.07044 0.79437 6.28243 0.29132 -0.96399 5.22068 -1.90061 -0.30069 3.36432 -3.05169 -0.37206 2.03339 -2.11311 -1.08301 2.10134 -2.32938 0.64786 -0.39202 -0.38472 0.07607 -0.91146 0.41381 0.17765 0.5249 -0.06848 0.09051,C N C O C H H H H H H H O H H,-5.9910000000000005,4_WaterPeptide
CNC(=O)C,O,0,0,12,3,15038,S66x8,3057413,50,66869978,avdz,-3.46966,0.04879,-0.22878,0.13213,-0.3056,-0.056,-0.05541,-3.64964,-3.69913,-0.04949,-3.4477300000000004,-0.038860000000000006,-0.26823,-3.75482,-3.4523900000000003,-0.0076,-0.26079,-3.72078,-0.06168,-0.27365,-3.78306,-3.83255,-3.4842,-3.10066,0.00393,-3.13437,0.00526,-3.49426,0.42978,0.42959,-0.29561,0.0331,-0.7505,0.0082,0.01629,-0.16287,-4.21587,-3.81159,-3.84623,-3.7764,6.16144 0.21214 -0.06982 5.2932 -0.93983 -0.17927 3.94257 -0.84233 -0.11465 3.36585 0.23297 0.04194 3.18784 -2.14034 -0.24724 5.52495 1.08044 0.06496 6.82703 0.12068 0.78627 6.75591 0.34156 -0.97208 5.69415 -1.85037 -0.30878 3.8378 -3.00145 -0.38016 2.50686 -2.06287 -1.09111 2.57482 -2.27914 0.63977 -0.39202 -0.38472 0.07607 -0.91146 0.41381 0.17765 0.5249 -0.06848 0.09051,C N C O C H H H H H H H O H H,-3.828,4_WaterPeptide
CNC(=O)C,O,0,0,12,3,15038,S66x8,3057413,100,66869979,avdz,-1.4471,0.08016000000000001,-0.03103,0.10025,-0.06166,-0.0008,0.00143,-1.39798,-1.40931,-0.01134,-1.43714,0.059029999999999985,-0.0379,-1.41601,-1.43934,0.06928,-0.03596,-1.40602,0.05155,-0.039310000000000005,-1.4249,-1.43624,-1.39476,-1.38594,0.00014,-1.21889,0.00022,-1.3978,0.01082,0.01082,-0.04796,0.00042,-0.16301,0.00019,0.00047,-0.01888,-1.61575,-1.42647,-1.44164,-1.41242,7.26981 0.32975 -0.08877 6.40157 -0.82222 -0.19821 5.05093 -0.72472 -0.1336 4.47422 0.35057 0.02299 4.2962 -2.02273 -0.26619 6.63331 1.19805 0.04601 7.9354 0.23829 0.76732 7.86427 0.45917 -0.99103 6.80252 -1.73276 -0.32773 4.94616 -2.88385 -0.39911 3.61522 -1.94526 -1.11006 3.68318 -2.16153 0.62082 -0.39202 -0.38472 0.07607 -0.91146 0.41381 0.17765 0.5249 -0.06848 0.09051,C N C O C H H H H H H H O H H,-1.4369999999999998,4_WaterPeptide
CO,CO,0,0,6,6,11197,S66x8,3057555,-10,66871108,avtz,-2.32855,-1.01205,-1.70745,-0.40457,-1.7568,-0.48554,-0.49684,-5.04805,-4.97546,0.07259,-2.37023,-1.18212,-1.74868,-5.30103,-2.32855,-1.01205,-1.70745,-5.04805,-1.30623,-1.77876,-5.45522,-5.382619999999998,-12.66465,2.56762,0.08693,-12.90122,0.09783,-12.6837,14.73618,14.53682,-3.96516,2.29891,-4.60773,0.28449,0.36781,-2.85319,-6.42239,-5.35884,-5.4512800000000015,-5.2574,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 2.55686 0.0413 1.31718 2.04803 -0.11572 -0.00454 2.00329 -0.64689 1.94731 3.61586 -0.20914 1.3739 2.40442 1.052 1.69507 2.51682 0.49867 -0.57421,C O H H H H C O H H H H,-5.3279999999999985,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,-5,66871109,avtz,-3.1673,-0.8640899999999999,-1.43552,-0.36465,-1.48471,-0.42023,-0.43014,-5.46692,-5.43689,0.03003,-3.21065,-1.00051,-1.46917,-5.68032,-3.1673,-0.8640899999999999,-1.43552,-5.46692,-1.10005,-1.4937200000000002,-5.80442,-5.77439,-10.35711,0.36131,0.06486,-10.50288,0.07412,-10.38666,10.33317,10.23043,-2.7610900000000003,1.4534200000000002,-3.74653,0.20419,0.27416,-1.92685,-6.5562,-5.75254,-5.82687,-5.6721,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 2.65352 0.03749 1.31267 2.14469 -0.11953 -0.00904 2.09995 -0.65071 1.94281 3.71252 -0.21295 1.3694 2.50108 1.04818 1.69057 2.61348 0.49486 -0.57871,C O H H H H C O H H H H,-5.727,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,0,66871110,avtz,-3.59526,-0.7346,-1.20652,-0.32393,-1.2538,-0.36156,-0.37034,-5.53638,-5.53455,0.00183,-3.63637,-0.8442799999999999,-1.23402,-5.71467,-3.59526,-0.7346,-1.20652,-5.53638,-0.92432,-1.25409,-5.814780000000002,-5.81295,-8.567260000000001,-1.03195,0.04824,-8.6398,0.05601,-8.597660000000001,7.24166,7.1889,-1.96365,0.92421,-3.06032,0.14553,0.20431,-1.306,-6.4119199999999985,-5.78693,-5.85263,-5.71028,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 2.75008 0.03368 1.30818 2.24124 -0.12334 -0.01354 2.19651 -0.65452 1.93831 3.80907 -0.21676 1.3649 2.59764 1.04438 1.68607 2.71003 0.49105 -0.5832,C O H H H H C O H H H H,-5.773,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,5,66871111,avtz,-3.754680000000001,-0.62212,-1.01403,-0.28399,-1.0582,-0.30943000000000004,-0.31727,-5.39082,-5.4063,-0.01547,-3.79019,-0.7105600000000001,-1.0365,-5.53726,-3.754680000000001,-0.62212,-1.01403,-5.39082,-0.7751100000000001,-1.0529,-5.6182,-5.63367,-7.16409,-1.87593,0.03574,-7.1794,0.04219,-7.19066,5.07256,5.04556,-1.42488,0.5914,-2.50979,0.10302,0.15192999999999998,-0.8990600000000001,-6.10548,-5.6078199999999985,-5.67116,-5.54121,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 2.84684 0.02986 1.30367 2.338 -0.12715 -0.01804 2.29327 -0.65833 1.93381 3.90583 -0.22057 1.3604 2.6944 1.04056 1.68157 2.80679 0.48723 -0.58771,C O H H H H C O H H H H,-5.599,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,10,66871112,avtz,-3.74115,-0.5254,-0.8532299999999999,-0.24602,-0.8935799999999999,-0.26376,-0.27079000000000003,-5.11978,-5.14451,-0.02474,-3.76943,-0.59702,-0.8715700000000001,-5.23802,-3.74115,-0.5254,-0.8532299999999999,-5.11978,-0.6492899999999999,-0.88495,-5.3036699999999986,-5.3284,-6.05734,-2.34822,0.026410000000000003,-6.0294300000000005,0.03171,-6.07908,3.55966,3.54584,-1.05466,0.38117,-2.06787,0.07261000000000001,0.11267,-0.6378199999999999,-5.71332,-5.30023,-5.35838,-5.24046,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 2.94349 0.02605 1.29917 2.43466 -0.13097 -0.02254 2.38992 -0.66215 1.92931 4.00249 -0.22439 1.3559 2.79105 1.03675 1.67707 2.90345 0.48342 -0.59221,C O H H H H C O H H H H,-5.299,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,25,66871113,avtz,-3.22147,-0.31133,-0.5131399999999999,-0.14886,-0.54138,-0.16028,-0.16529000000000002,-4.04595,-4.072,-0.02605,-3.2314,-0.35047,-0.523,-4.10487,-3.22147,-0.31133,-0.5131399999999999,-4.04595,-0.37902,-0.5301899999999999,-4.14061,-4.16666,-3.88541,-2.61058,0.01051,-3.78904,0.01331,-3.89692,1.25363,1.25175,-0.47169,0.10357,-1.18828,0.02502,0.04457,-0.28572,-4.41582,-4.14271,-4.17505,-4.11032,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 3.23351 0.01461 1.28567 2.72467 -0.14241 -0.03604 2.67994 -0.67359 1.9158 4.2925 -0.23583 1.3424 3.08107 1.0253 1.66357 3.19346 0.47198 -0.60571,C O H H H H C O H H H H,-4.147,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,50,66871114,avtz,-2.1454,-0.12123,-0.22907,-0.04665,-0.24312,-0.06688,-0.06928,-2.4957,-2.50204,-0.00634,-2.14299,-0.13824,-0.23282,-2.51405,-2.1454,-0.12123,-0.22907,-2.4957,-0.15065,-0.23555,-2.5291900000000003,-2.53554,-2.16338,-1.94926,0.0022,-2.05474,0.00307,-2.16859,0.23834,0.23827,-0.1584,0.01131,-0.51752,0.00419,0.00847,-0.11209,-2.69429,-2.52316,-2.54232,-2.50348,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 3.71675 -0.00445 1.26317 3.20792 -0.16147 -0.05854 3.16318 -0.69265 1.8933 4.77575 -0.25489 1.3199 3.56431 1.00624 1.64107 3.67671 0.45291 -0.62821,C O H H H H C O H H H H,-2.526,5_MeOHMeOH
CO,CO,0,0,6,6,11197,S66x8,3057555,100,66871115,avtz,-0.95069,-0.00644,-0.053320000000000006,0.01655,-0.05782,-0.00974,-0.00946,-1.01044,-1.0017,0.008740000000000001,-0.9487,-0.01297,-0.05455,-1.01623,-0.95069,-0.00644,-0.053320000000000006,-1.01044,-0.01775,-0.05546,-1.0219,-1.01316,-0.91981,-0.91395,0.0001,-0.8543200000000001,0.00016,-0.92126,0.00784,0.00784,-0.031760000000000004,0.00017,-0.13338,0.00011,0.00028,-0.02062,-1.09863,-1.01171,-1.022,-1.00116,-1.15207 -1.31129 0.01526 -0.63613 -0.02328 0.2806 -2.20995 -1.29627 0.26396 -1.05661 -1.59267 -1.03619 -0.67484 -2.08627 0.62051 0.3081 -0.04708 0.07646 4.68332 -0.04258 1.21817 4.17449 -0.1996 -0.10354 4.12976 -0.73078 1.8483 5.74232 -0.29302 1.2749 4.53088 0.96811 1.59607 4.64328 0.41478 -0.67321,C O H H H H C O H H H H,-1.01,5_MeOHMeOH
CN,CO,0,0,7,6,26557,S66x8,3057595,-10,66871428,avtz,-2.66936,-1.72517,-2.42688,-0.8360200000000001,-2.40663,-0.71504,-0.73559,-6.82141,-6.62705,0.19436,-2.68229,-1.94251,-2.4753700000000003,-7.10018,-2.66936,-1.72517,-2.42688,-6.82141,-2.10112,-2.51075,-7.2941600000000015,-7.0998,-17.7102,5.108630000000002,0.13926,-18.129,0.15075999999999998,-17.669320000000006,22.00995,21.53332,-6.4387300000000005,4.01989,-6.37747,0.42574,0.60013,-4.72179,-8.1516,-6.89257,-7.09691,-6.66368,2.51314 -1.41319 0.03452 2.03538 -0.02715 -0.00294 2.12125 -1.94721 -0.82767 3.59985 -1.51992 0.03756 2.12101 -1.89992 0.92416 2.406 0.48062 0.79019 2.40613 0.43718 -0.8222 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-7.006,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,-5,66871429,avtz,-3.78201,-1.47245,-2.05896,-0.7276600000000001,-2.05368,-0.6267699999999999,-0.64349,-7.31342,-7.1901100000000016,0.12331,-3.79625,-1.64713,-2.09827,-7.54165,-3.78201,-1.47245,-2.05896,-7.31342,-1.7746,-2.12696,-7.6978,-7.5745,-14.54818,2.0024,0.10666,-14.87449,0.117,-14.5374,15.94292,15.68038,-4.68319,2.75952,-5.20484,0.31775,0.44967,-3.3794800000000005,-8.33506,-7.41553,-7.58241,-7.19002,2.61145 -1.41868 0.03429 2.1337 -0.03265 -0.00318 2.21957 -1.9527 -0.82791 3.69816 -1.52541 0.03732 2.21932 -1.90541 0.92392 2.50432 0.47513 0.78996 2.50444 0.43169 -0.82243 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-7.497000000000001,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,0,66871430,avtz,-4.37971,-1.25509,-1.74537,-0.63212,-1.74997,-0.54673,-0.56047,-7.38017,-7.30853,0.07163,-4.39621,-1.39513,-1.77719,-7.568519999999999,-4.37971,-1.25509,-1.74537,-7.38017,-1.49732,-1.8004099999999998,-7.69394,-7.6223,-12.0505,-0.05454,0.08143,-12.29668,0.09056,-12.05659,11.53861,11.39449,-3.45908,1.89838,-4.26491,0.23522,0.33701,-2.403,-8.17435,-7.487719999999999,-7.62506,-7.31842,2.70967 -1.42417 0.03405 2.23191 -0.03813 -0.00341 2.31778 -1.95819 -0.82814 3.79638 -1.5309 0.03708 2.31754 -1.9109 0.92368 2.60253 0.46964 0.78972 2.60266 0.42621 -0.82267 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-7.558,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,5,66871431,avtz,-4.63274,-1.06851,-1.47856,-0.54781,-1.4891,-0.47469,-0.48609,-7.179810000000002,-7.14434,0.03547,-4.65025,-1.18066,-1.50431,-7.33523,-4.63274,-1.06851,-1.47856,-7.179810000000002,-1.26251,-1.52311,-7.435860000000001,-7.40039,-10.06299,-1.38174,0.06194,-10.24139,0.06988,-10.07599,8.34167,8.262880000000001,-2.58796,1.30774,-3.50675,0.17269,0.25305,-1.7080799999999998,-7.80362,-7.2956699999999985,-7.4039100000000015,-7.16759,2.80808 -1.42966 0.03381 2.33033 -0.04363 -0.00365 2.4162 -1.96369 -0.82838 3.89479 -1.5364 0.03685 2.41595 -1.91639 0.92344 2.70095 0.46415 0.78948 2.70107 0.42071 -0.82291 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-7.346,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,10,66871432,avtz,-4.65822,-0.90939,-1.25307,-0.47373,-1.26661,-0.41063,-0.4202,-6.82068,-6.809189999999999,0.01149,-4.67489,-0.99932,-1.27393,-6.94815,-4.65822,-0.90939,-1.25307,-6.82068,-1.06495,-1.28915,-7.0289899999999985,-7.0175,-8.47747,-2.19748,0.04699,-8.60033,0.05381,-8.49078,6.03419,5.99116,-1.9595,0.90285,-2.89498,0.12598,0.19067,-1.22476,-7.316319999999998,-6.9314800000000005,-7.020460000000001,-6.82695,2.90639 -1.43516 0.03357 2.42864 -0.04912 -0.00389 2.51451 -1.96918 -0.82862 3.99311 -1.54189 0.03661 2.51427 -1.92189 0.92321 2.79926 0.45865 0.78924 2.79939 0.41522 -0.82315 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-6.971,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,25,66871433,avtz,-4.07375,-0.5602600000000001,-0.76731,-0.30137,-0.78013,-0.26118,-0.26715,-5.40132,-5.41643,-0.015119999999999996,-4.08271,-0.60735,-0.7783899999999999,-5.46844,-4.07375,-0.5602600000000001,-0.76731,-5.40132,-0.64171,-0.78647,-5.51088,-5.526,-5.323919999999998,-2.95489,0.02021,-5.33935,0.02427,-5.32833,2.30442,2.2974,-0.90126,0.29862,-1.66613,0.04753,0.08199999999999999,-0.5078199999999999,-5.67097,-5.48372,-5.53254,-5.43011,3.20134 -1.45163 0.03286 2.72359 -0.0656 -0.0046 2.80945 -1.98566 -0.82933 4.28805 -1.55837 0.0359 2.80921 -1.93836 0.92249 3.09421 0.44218 0.78853 3.09433 0.39874 -0.82386 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-5.497000000000001,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,50,66871434,avtz,-2.71137,-0.24951,-0.35091999999999995,-0.1313,-0.35536,-0.11874,-0.12164,-3.31179,-3.31675,-0.00496,-2.71193,-0.2675,-0.35492,-3.33435,-2.71137,-0.24951,-0.35091999999999995,-3.31179,-0.28063,-0.35783000000000004,-3.3504,-3.35536,-2.81904,-2.3547700000000003,0.00478,-2.7744,0.00626,-2.81863,0.48829,0.48793,-0.29324,0.04752,-0.71636,0.00907,0.01843,-0.17711,-3.4420300000000004,-3.33731,-3.35945,-3.3147,3.69291 -1.47909 0.03167 3.21516 -0.09306 -0.00579 3.30103 -2.01312 -0.83052 4.77962 -1.58583 0.03471 3.30078 -1.96582 0.9213 3.58578 0.41472 0.78734 3.5859 0.37128 -0.82505 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-3.342,6_MeOHMeNH2
CN,CO,0,0,7,6,26557,S66x8,3057595,100,66871435,avtz,-1.14449,-0.04788,-0.08706,-0.01271,-0.08581,-0.02416,-0.02436,-1.2794299999999998,-1.26718,0.01226,-1.14286,-0.05295,-0.08796,-1.28377,-1.14449,-0.04788,-0.08706,-1.2794299999999998,-0.05666,-0.08861000000000001,-1.28813,-1.27587,-1.10154,-1.08364,0.00026000000000000003,-1.06235,0.0004,-1.10208,0.02238,0.02238,-0.05235,0.0013,-0.17602,0.00032,0.00072,-0.03159,-1.33731,-1.2779200000000002,-1.29348,-1.26195,4.67606 -1.53401 0.0293 4.1983 -0.14798 -0.00816 4.28417 -2.06804 -0.83289 5.76277 -1.64075 0.03233 4.28393 -2.02074 0.91893 4.56892 0.3598 0.78497 4.56905 0.31636 -0.82742 -1.07667 -1.31392 0.00161 -0.70692 0.04583 0.00639 -2.16292 -1.3632 0.00587 -0.72341 -1.84465 -0.88774 -0.71608 -1.85282 0.88308 0.26562 0.07171 0.00134,C N H H H H H C O H H H H,-1.273,6_MeOHMeNH2
CNC(=O)C,CO,0,0,12,6,15053,S66x8,3057428,-10,66870092,avdz,-3.69785,-0.55362,-1.98391,0.27116,-2.23828,-0.53509,-0.54604,-6.23539,-6.200069999999998,0.03532,-3.84632,-1.29799,-2.31339,-7.45771,-3.80412,-1.06906,-2.25726,-7.130439999999999,-1.46504,-2.35436,-7.6657199999999985,-7.6304,-17.65956,3.5295,0.12465,-17.5205,0.14049,-17.641270000000006,20.37493,20.06525,-6.07528,3.41969,-6.838889999999999,0.44634,0.59638,-4.05791,-9.77601,-7.607360000000001,-7.8268,-7.353210000000002,5.04428 -0.03144 -0.10009 4.06188 1.00867 0.12265 2.73574 0.74695 0.06345 2.31155 -0.37296 -0.22163 1.82011 1.90189 0.37937 4.68773 -0.68237 -0.89227 5.98465 0.42209 -0.39861 5.2038 -0.63596 0.79198 4.35989 1.9191 0.42034 2.32651 2.86334 0.3445 1.40957 1.75575 1.37724 0.99046 1.89238 -0.32214 -1.02217 -0.74117 -0.00545 -0.20878 -0.21687 -1.03241 -2.05749 -0.53871 -0.2686 -0.90774 -1.82183 0.10854 -0.82463 -0.27549 0.96465 0.71113 -0.38689 -0.77396,C N C O C H H H H H H H C O H H H H,-7.689,7_MeOHPeptide
CNC(=O)C,CO,0,0,12,6,15053,S66x8,3057428,-5,66870093,avdz,-4.72791,-0.51385,-1.71613,0.17778,-1.94818,-0.47976,-0.48908,-6.957889999999999,-6.97808,-0.02018,-4.82951,-1.12746,-1.99348,-7.95045,-4.78546,-0.93999,-1.9468,-7.67225,-1.26426,-2.02755,-8.121319999999999,-8.1415,-14.71416,0.67609,0.09605,-14.52666,0.10999,-14.7175,14.76598,14.59906,-4.41711,2.28571,-5.7009300000000005,0.33288,0.45879,-2.85861,-9.85078,-8.10347,-8.25587,-7.93325,5.13319 -0.03066 -0.06941 4.15079 1.00945 0.15333 2.82465 0.74772 0.09413 2.40045 -0.37219 -0.19095 1.90902 1.90266 0.41005 4.77663 -0.6816 -0.86159 6.07356 0.42286 -0.36792 5.2927 -0.63519 0.82267 4.4488 1.91988 0.45102 2.41541 2.86411 0.37518 1.49847 1.75653 1.40793 1.07937 1.89315 -0.29145 -1.02217 -0.74117 -0.00545 -0.20878 -0.21687 -1.03241 -2.05749 -0.53871 -0.2686 -0.90774 -1.82183 0.10854 -0.82463 -0.27549 0.96465 0.71113 -0.38689 -0.77396,C N C O C H H H H H H H C O H H H H,-8.186,7_MeOHPeptide
CNC(=O)C,CO,0,0,12,6,15053,S66x8,3057428,0,66870094,avdz,-5.266,-0.46864,-1.48373,0.11106,-1.69463,-0.42722,-0.4356600000000001,-7.21836,-7.27678,-0.058420000000000014,-5.33007,-0.97516,-1.71702,-8.02225,-5.28695,-0.82142,-1.67812,-7.78649,-1.08735,-1.74541,-8.16282,-8.22125,-12.37511,-1.18579,0.07388,-12.1467,0.086,-12.38773,10.71688,10.62684,-3.27456,1.54145,-4.77301,0.2471,0.35273000000000004,-2.02112,-9.59827,-8.156939999999999,-8.29371,-8.00966,5.222 -0.02989 -0.03876 4.2396 1.01022 0.18398 2.91346 0.7485 0.12479 2.48927 -0.37141 -0.1603 1.99783 1.90344 0.4407 4.86545 -0.68083 -0.83094 6.16237 0.42363 -0.33727 5.38151 -0.63442 0.85332 4.53761 1.92065 0.48167 2.50422 2.86488 0.40583 1.58729 1.7573 1.43858 1.16818 1.89392 -0.2608 -1.02217 -0.74117 -0.00545 -0.20878 -0.21687 -1.03241 -2.05749 -0.53871 -0.2686 -0.90774 -1.82183 0.10854 -0.82463 -0.27549 0.96465 0.71113 -0.38689 -0.77396,C N C O C H H H H H H H C O H H H H,-8.255,7_MeOHPeptide
CNC(=O)C,CO,0,0,12,6,15053,S66x8,3057428,5,66870095,avdz,-5.47501,-0.42207,-1.28255,0.06405,-1.47338,-0.37827,-0.3863,-7.17963,-7.26262,-0.08299,-5.50742,-0.84034,-1.4785,-7.82627,-5.46865,-0.71402,-1.44607,-7.62874,-0.93252,-1.50217,-7.94212,-8.02511,-10.49892,-2.36237,0.0567,-10.23851,0.06711,-10.51377,7.79012,7.74149,-2.47039,1.04906,-4.01083,0.1826,0.27081,-1.44687,-9.14927,-7.96776,-8.084539999999999,-7.8418199999999985,5.31101 -0.02912 -0.00804 4.3286 1.011 0.2147 3.00246 0.74927 0.1555 2.57827 -0.37064 -0.12958 2.08683 1.90421 0.47142 4.95445 -0.68005 -0.80022 6.25138 0.42441 -0.30656 5.47052 -0.63364 0.88403 4.62661 1.92142 0.51239 2.59323 2.86566 0.43655 1.67629 1.75807 1.46929 1.25718 1.8947 -0.23009 -1.02217 -0.74117 -0.00545 -0.20878 -0.21687 -1.03241 -2.05749 -0.53871 -0.2686 -0.90774 -1.82183 0.10854 -0.82463 -0.27549 0.96465 0.71113 -0.38689 -0.77396,C N C O C H H H H H H H C O H H H H,-8.051,7_MeOHPeptide
